"","X.1","X","ccode","new_tc","new_tc_dummy","num_tc","tc_tally","cluster_1","cluster_size1","cluster_length1","cluster_2","cluster_size2","cluster_length2","cluster_3","cluster_size3","cluster_length3","cluster_4","cluster_size4","cluster_length4","cluster_5","cluster_size5","cluster_length5","unique_id","year","area","area_1000","area_1000_log","country_age","democ","durable","elec_dem_vdem","elf","event_num","exist_tc","fighting_wtc","first_tc","first_tc_alt","force_lin_decay","force_t10","force_t20","forceful","lib_dem_vdem","lmtnest","polity2","iso_a2","region","region2","un_region","state_name","tc_persists_alt","birth_type","hs_capacity","hs_capacity_sd","lag_fragility","fragility","cowintraongoing","cowintraonset","cow_inter","cold_war","post_cold_war","v2terr","pitf_sf","pitf_effect","pitf_legit","v2svstterr","v2svstterr_codelow","v2svstterr_codehigh","v2svstterr_sd","v2svstterr_mean","fail","alt_stop","alt_start"
"2138",2138,2138,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1968,1968,1259195,1259.194946,7.138227864,9,0,8,0.207,0.754000008,1,0,0,0,0,0,0,0,0,0.111,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.48269999,0.454611808,0.572600007,0.48269999,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,9,8
"2139",2139,2139,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1969,1969,1259195,1259.194946,7.138227864,10,0,9,0.106,0.754000008,1,0,0,0,0,0,0,0,0,0.107,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.557600021,0.452414811,0.48269999,0.557600021,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,10,9
"2140",2140,2140,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.197,1970,1259195,1259.194946,7.138227864,11,0,10,0.116,0.754000008,1,0,0,0,0,0,0,0,0,0.097,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.532299995,0.443185806,0.557600021,0.532299995,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,11,10
"2141",2141,2141,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1971,1971,1259195,1259.194946,7.138227864,12,0,11,0.116,0.754000008,1,0,0,0,0,0,0,0,0,0.097,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.528699994,0.452195197,0.532299995,0.528699994,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,12,11
"2142",2142,2142,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1972,1972,1259195,1259.194946,7.138227864,13,0,12,0.116,0.754000008,1,0,0,0,0,0,0,0,0,0.097,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.513300002,0.4430314,0.528699994,0.513300002,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,13,12
"2143",2143,2143,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1973,1973,1259195,1259.194946,7.138227864,14,0,13,0.116,0.754000008,1,0,0,0,0,0,0,0,0,0.097,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.476799995,0.446889192,0.513300002,0.476799995,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,14,13
"2144",2144,2144,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1974,1974,1259195,1259.194946,7.138227864,15,0,14,0.116,0.754000008,1,0,0,0,0,0,0,0,0,0.099,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.458099991,0.440956891,0.476799995,0.458099991,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,15,14
"2145",2145,2145,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1975,1975,1259195,1259.194946,7.138227864,16,0,15,0.119,0.754000008,1,0,0,0,0,0,0,0,0,0.107,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.499199986,0.38818711,0.458099991,0.499199986,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,16,15
"2146",2146,2146,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1976,1976,1259195,1259.194946,7.138227864,17,0,16,0.119,0.754000008,1,0,0,0,0,0,0,0,0,0.107,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.444499999,0.391272694,0.499199986,0.444499999,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,17,16
"2147",2147,2147,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1977,1977,1259195,1259.194946,7.138227864,18,0,17,0.115,0.754000008,1,0,0,0,0,0,0,0,0,0.105,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.462000012,0.393392086,0.444499999,0.462000012,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,18,17
"2148",2148,2148,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1978,1978,1259195,1259.194946,7.138227864,19,0,18,0.115,0.754000008,1,0,0,0,0,0,0,0,0,0.099,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.376100004,0.381441593,0.462000012,0.376100004,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,19,18
"2149",2149,2149,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1979,1979,1259195,1259.194946,7.138227864,20,0,19,0.125,0.754000008,1,0,0,0,0,0,0,0,0,0.119,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.358900011,0.391557306,0.376100004,0.358900011,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,20,19
"2150",2150,2150,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.198,1980,1259195,1259.194946,7.138227864,21,0,20,0.187,0.754000008,1,0,0,0,0,0,0,0,0,0.129,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.814999998,0.40048039,0.358900011,0.814999998,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,21,20
"2151",2151,2151,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1981,1981,1259195,1259.194946,7.138227864,22,0,21,0.184,0.754000008,1,0,0,0,0,0,0,0,0,0.129,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.782899976,0.389440596,0.814999998,0.782899976,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,22,21
"2152",2152,2152,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1982,1982,1259195,1259.194946,7.138227864,23,0,22,0.193,0.754000008,1,0,0,0,0,0,0,0,0,0.127,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.782100022,0.394349307,0.782899976,0.782100022,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,23,22
"2153",2153,2153,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1983,1983,1259195,1259.194946,7.138227864,24,0,23,0.193,0.754000008,1,0,0,0,0,0,0,0,0,0.135,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.832199991,0.389319986,0.782100022,0.832199991,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,24,23
"2154",2154,2154,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1984,1984,1259195,1259.194946,7.138227864,25,0,24,0.193,0.754000008,1,0,0,0,0,0,0,0,0,0.135,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.855700016,0.351135403,0.832199991,0.855700016,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,25,24
"2155",2155,2155,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1985,1985,1259195,1259.194946,7.138227864,26,0,25,0.2,0.754000008,1,0,0,0,0,0,0,0,0,0.138,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.881799996,0.356655598,0.855700016,0.881799996,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,26,25
"2156",2156,2156,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1986,1986,1259195,1259.194946,7.138227864,27,0,26,0.21,0.754000008,1,0,0,0,0,0,0,0,0,0.14,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.911899984,0.352541,0.881799996,0.911899984,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,27,26
"2157",2157,2157,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1987,1987,1259195,1259.194946,7.138227864,28,0,27,0.212,0.754000008,1,0,0,0,0,0,0,0,0,0.14,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.902800024,0.354708105,0.911899984,0.902800024,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,28,27
"2158",2158,2158,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1988,1988,1259195,1259.194946,7.138227864,29,0,28,0.209,0.754000008,1,0,0,0,0,0,0,0,0,0.139,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.745700002,0.347332686,0.902800024,0.745700002,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,29,28
"2159",2159,2159,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1989,1989,1259195,1259.194946,7.138227864,30,0,29,0.204,0.754000008,1,0,0,0,0,0,0,0,0,0.138,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.788800001,0.3525545,0.745700002,0.788800001,0,0,0,1,0,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,30,29
"2160",2160,2160,432,1,1,1,1,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,432.199,1990,1259195,1259.194946,7.138227864,31,0,30,0.201,0.754000008,1,0,0,1,1,0,0,0,0,0.133,0.336472243,-7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.696500003,0.359696686,0.788800001,0.696500003,0,0,0,0,1,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,31,30
"2161",2161,2161,432,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1991,1991,1259195,1259.194946,7.138227864,32,-88,0,0.205,0.754000008,2,1,0,NA,1,0,0,0,0,0.135,0.336472243,0,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.687300026,0.354646415,0.696500003,0.687300026,0,0,0,0,1,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,32,31
"2162",2162,2162,432,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1992,1992,1259195,1259.194946,7.138227864,33,7,0,0.361,0.754000008,3,1,0,NA,1,0,0,0,0,0.299,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.663699985,0.357424408,0.687300026,0.663699985,0,0,0,0,1,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,33,32
"2163",2163,2163,432,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1993,1993,1259195,1259.194946,7.138227864,34,7,1,0.592,0.754000008,3,1,0,NA,1,0,0,0,0,0.446,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.558000028,0.355314791,0.663699985,0.558000028,0,0,0,0,1,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,34,33
"2164",2164,2164,432,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1994,1994,1259195,1259.194946,7.138227864,35,7,2,0.592,0.754000008,3,1,1,NA,1,0,0,0,0,0.446,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.573800027,0.354629993,0.558000028,0.573800027,0,0,0,0,1,0.584327519,NA,NA,NA,72.8,62.937,81.063,9.063,65,0,35,34
"2165",2165,2165,432,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1995,1995,1259195,1259.194946,7.138227864,36,7,3,0.592,0.754000008,3,1,0,NA,1,0,0,0,0,0.441,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.55430001,0.359863698,0.573800027,0.55430001,0,0,0,0,1,0.584327519,21,11,10,72.8,62.937,81.063,9.063,65,0,36,35
"2166",2166,2166,432,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1996,1996,1259195,1259.194946,7.138227864,37,7,4,0.592,0.754000008,3,1,0,NA,1,0,0,0,0,0.441,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.534200013,0.358459592,0.55430001,0.534200013,0,0,0,0,1,0.584327519,18,11,7,72.8,62.937,81.063,9.063,65,0,37,36
"2167",2167,2167,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1997,1997,1259195,1259.194946,7.138227864,38,6,5,0.512,0.754000008,3,0,0,NA,1,0,0,0,0,0.384,0.336472243,6,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.558899999,0.355921596,0.534200013,0.558899999,0,0,0,0,1,0.584327519,19,11,8,72.8,62.937,81.063,9.063,65,0,38,37
"2168",2168,2168,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1998,1998,1259195,1259.194946,7.138227864,39,6,6,0.516,0.754000008,3,0,0,NA,1,0,0,0,0,0.386,0.336472243,6,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.555800021,0.357802212,0.558899999,0.555800021,0,0,0,0,1,0.584327519,19,11,8,72.8,62.937,81.063,9.063,65,0,39,38
"2169",2169,2169,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.1999,1999,1259195,1259.194946,7.138227864,40,6,7,0.516,0.754000008,3,0,0,NA,1,0,0,0,0,0.386,0.336472243,6,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.5176,0.353079289,0.555800021,0.5176,0,0,0,0,1,0.584327519,18,11,7,72.8,62.937,81.063,9.063,65,0,40,39
"2170",2170,2170,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2,2000,1259195,1259.194946,7.138227864,41,6,8,0.516,0.754000008,3,0,0,NA,1,0,0,0,0,0.386,0.336472243,6,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.5449,0.357813686,0.5176,0.5449,0,0,0,0,1,0.584327519,17,10,7,72.8,62.937,81.063,9.063,65,0,41,40
"2171",2171,2171,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2001,2001,1259195,1259.194946,7.138227864,42,6,9,0.516,0.754000008,3,0,0,NA,1,0,0,0,0,0.386,0.336472243,6,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.534399986,0.359438211,0.5449,0.534399986,0,0,0,0,1,0.584327519,17,10,7,72.8,62.937,81.063,9.063,65,0,42,41
"2172",2172,2172,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2002,2002,1259195,1259.194946,7.138227864,43,7,10,0.576,0.754000008,3,0,0,NA,1,0,0,0,0,0.402,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.535000026,0.359236598,0.534399986,0.535000026,0,0,0,0,1,0.584327519,17,9,8,72.8,62.937,81.063,9.063,65,0,43,42
"2173",2173,2173,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2003,2003,1259195,1259.194946,7.138227864,44,7,11,0.615,0.754000008,3,0,0,NA,1,0,0,0,0,0.443,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.466600001,0.355709791,0.535000026,0.466600001,0,0,0,0,1,0.584327519,16,9,7,72.8,62.937,81.063,9.063,65,0,44,43
"2174",2174,2174,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2004,2004,1259195,1259.194946,7.138227864,45,7,12,0.615,0.754000008,3,0,0,NA,1,0,0,0,0,0.443,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.497200012,0.309302092,0.466600001,0.497200012,0,0,0,0,1,0.584327519,16,9,7,72.8,62.937,81.063,9.063,65,0,45,44
"2175",2175,2175,432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2005,2005,1259195,1259.194946,7.138227864,46,7,13,0.615,0.754000008,3,0,0,NA,1,0,0,0,0,0.443,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.145799994,0.285296202,0.497200012,0.145799994,0,0,0,0,1,0.584327519,17,9,8,72.8,62.937,81.063,9.063,72,0,46,45
"2176",2176,2176,432,1,1,1,4,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,432.2006,2006,1259195,1259.194946,7.138227864,47,7,14,0.625,0.754000008,3,0,0,NA,1,0,0,0,0,0.45,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.054790001,0.271220893,0.145799994,0.054790001,0,0,0,0,1,0.671346188,15,8,7,74.95,67.921,81.879,6.979,74.9,0,47,46
"2177",2177,2177,432,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2007,2007,1259195,1259.194946,7.138227864,48,7,15,0.605,0.754000008,4,1,1,NA,1,0,0,0,0,0.427,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.099490002,0.273763508,0.054790001,0.099490002,0,0,0,0,1,0.671346188,15,8,7,74.95,67.921,81.879,6.979,74.9,0,48,47
"2178",2178,2178,432,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2008,2008,1259195,1259.194946,7.138227864,49,7,16,0.592,0.754000008,5,1,1,NA,1,0,0,0,0,0.415,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.194299996,0.279581785,0.099490002,0.194299996,0,0,0,0,1,0.671346188,15,8,7,74.95,67.921,81.879,6.979,74.9,0,49,48
"2179",2179,2179,432,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2009,2009,1259195,1259.194946,7.138227864,50,7,17,0.601,0.754000008,5,1,1,NA,1,0,0,0,1,0.426,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",1,1,-0.1787,0.27649051,0.194299996,0.1787,0,0,0,0,1,0.671346188,15,8,7,74.95,67.921,81.879,6.979,74.9,0,50,49
"2180",2180,2180,432,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.201,2010,1259195,1259.194946,7.138227864,51,7,18,0.597,0.754000008,5,0,0,NA,1,1,1,1,0,0.42,0.336472243,7,"ML","SubSahAfr","Africa","Western Africa","Mali",0,1,-0.175699994,0.279059887,0.1787,0.175699994,0,0,0,0,1,0.671346188,14,8,6,74.95,67.921,81.879,6.979,74.9,0,51,50
"2181",2181,2181,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.196,1960,1043783,1043.782959,6.950606853,1,2,0,0.25,0.625,1,0,0,0,0,0,0,0,0,0.167,0,-4,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.491600007,0.442430407,NA,0.491600007,0,0,0,1,0,1.231863737,NA,NA,NA,88.6,82,95.2,6.6,88.6,0,1,0
"2182",2182,2182,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1961,1961,1043783,1043.782959,6.950606853,2,2,1,0.288,0.625,1,0,0,0,0,0,0,0,0,0.149,0,-4,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.571500003,0.4483926,0.491600007,0.571500003,0,0,0,1,0,1.231863737,NA,NA,NA,88.6,82,95.2,6.6,88.6,0,2,1
"2183",2183,2183,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1962,1962,1043783,1043.782959,6.950606853,3,0,0,0.235,0.625,1,0,0,0,0,0,0,0,0,0.128,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.534699976,0.452600896,0.571500003,0.534699976,0,0,0,1,0,1.231863737,NA,NA,NA,88.6,82,95.2,6.6,88.6,0,3,2
"2184",2184,2184,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1963,1963,1043783,1043.782959,6.950606853,4,0,1,0.235,0.625,1,0,0,0,0,0,0,0,0,0.128,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.514800012,0.446435094,0.534699976,0.514800012,0,0,0,1,0,1.231863737,NA,NA,NA,88.6,82,95.2,6.6,88.6,0,4,3
"2185",2185,2185,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1964,1964,1043783,1043.782959,6.950606853,5,0,2,0.235,0.625,1,0,0,0,0,0,0,0,0,0.128,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.378600001,0.449715704,0.514800012,0.378600001,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,5,4
"2186",2186,2186,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1965,1965,1043783,1043.782959,6.950606853,6,0,3,0.213,0.625,1,0,0,0,0,0,0,0,0,0.123,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.374199986,0.446944088,0.378600001,0.374199986,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,6,5
"2187",2187,2187,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1966,1966,1043783,1043.782959,6.950606853,7,0,4,0.204,0.625,1,0,0,0,0,0,0,0,0,0.121,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.319299996,0.444144696,0.374199986,0.319299996,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,7,6
"2188",2188,2188,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1967,1967,1043783,1043.782959,6.950606853,8,0,5,0.208,0.625,1,0,0,0,0,0,0,0,0,0.121,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.273600012,0.452539414,0.319299996,0.273600012,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,8,7
"2189",2189,2189,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1968,1968,1043783,1043.782959,6.950606853,9,0,6,0.208,0.625,1,0,0,0,0,0,0,0,0,0.121,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.240999997,0.449467003,0.273600012,0.240999997,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,9,8
"2190",2190,2190,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1969,1969,1043783,1043.782959,6.950606853,10,0,7,0.208,0.625,1,0,0,0,0,0,0,0,0,0.121,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.225099996,0.444844693,0.240999997,0.225099996,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,10,9
"2191",2191,2191,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.197,1970,1043783,1043.782959,6.950606853,11,0,8,0.216,0.625,1,0,0,0,0,0,0,0,0,0.129,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.243499994,0.451706886,0.225099996,0.243499994,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,11,10
"2192",2192,2192,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1971,1971,1043783,1043.782959,6.950606853,12,0,9,0.215,0.625,1,0,0,0,0,0,0,0,0,0.129,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.339899987,0.447035909,0.243499994,0.339899987,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,12,11
"2193",2193,2193,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1972,1972,1043783,1043.782959,6.950606853,13,0,10,0.212,0.625,1,0,0,0,0,0,0,0,0,0.129,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.301200002,0.450254709,0.339899987,0.301200002,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,13,12
"2194",2194,2194,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1973,1973,1043783,1043.782959,6.950606853,14,0,11,0.212,0.625,1,0,0,0,0,0,0,0,0,0.132,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.326400012,0.452765703,0.301200002,0.326400012,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,14,13
"2195",2195,2195,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1974,1974,1043783,1043.782959,6.950606853,15,0,12,0.212,0.625,1,0,0,0,0,0,0,0,0,0.132,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.286500007,0.443198413,0.326400012,0.286500007,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,15,14
"2196",2196,2196,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.1975,1975,1043783,1043.782959,6.950606853,16,0,13,0.212,0.625,1,0,0,0,0,0,0,0,0,0.132,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.263700008,0.389631897,0.286500007,0.263700008,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,16,15
"2197",2197,2197,435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,435.1976,1976,1142046,1142.046021,7.040576688,17,0,14,0.214,0.625,1,0,0,1,1,0,0,0,0,0.131,0,-7,"MR","SubSahAfr","Africa","Western Africa","Mauritania",0,1,-0.074890003,0.388066709,0.263700008,0.074890003,0,0,0,1,0,1.825006843,NA,NA,NA,96.6,94.938,98.262,1.662,96.6,0,17,16
